IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.249.98,443,443,true,SIN,Asia Pacific,Singapore,81,10.76
8.219.110.88,2096,2096,true,SIN,Asia Pacific,Singapore,89,10.76
8.222.202.163,8880,8880,false,SIN,Asia Pacific,Singapore,6,10.76
8.222.193.65,2087,2087,true,SIN,Asia Pacific,Singapore,84,10.76
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,142,10.76
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,7,10.76
8.219.178.101,2096,2096,true,SIN,Asia Pacific,Singapore,90,10.76
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,24,10.76
8.219.241.189,2096,2096,true,SIN,Asia Pacific,Singapore,169,10.76
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,10.76
8.218.119.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,10.75
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,36,10.75
8.219.100.155,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.75
8.219.206.180,2052,2052,false,SIN,Asia Pacific,Singapore,57,10.75
8.219.175.127,443,443,true,SIN,Asia Pacific,Singapore,87,10.75
8.222.253.235,2095,2095,false,SIN,Asia Pacific,Singapore,15,10.74
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,35,10.74
8.219.101.138,8080,8080,false,SIN,Asia Pacific,Singapore,50,10.73
8.219.106.15,2086,2086,false,SIN,Asia Pacific,Singapore,15,10.73
8.222.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,24,10.73
47.88.15.127,443,443,true,SJC,North America,San Jose,174,10.73
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,25,10.72
8.219.72.51,2083,2083,true,SIN,Asia Pacific,Singapore,98,10.72
8.219.74.35,2086,2086,false,SIN,Asia Pacific,Singapore,14,10.72
8.210.65.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,10.71
8.222.211.16,8080,8080,false,SIN,Asia Pacific,Singapore,27,10.71
8.219.141.174,8080,8080,false,SIN,Asia Pacific,Singapore,21,10.71
47.243.107.148,2053,2053,true,HKG,Asia Pacific,Hong Kong,82,10.71
8.219.156.148,2082,2082,false,SIN,Asia Pacific,Singapore,20,10.71
8.219.72.50,8880,8880,false,SIN,Asia Pacific,Singapore,7,10.71
8.219.245.187,2086,2086,false,SIN,Asia Pacific,Singapore,15,10.71
8.222.254.91,2053,2053,true,SIN,Asia Pacific,Singapore,45,10.70
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,120,10.68
8.218.110.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,10.68
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,78,10.67
47.245.115.6,443,443,true,SIN,Asia Pacific,Singapore,42,10.67
8.219.122.96,80,80,false,SIN,Asia Pacific,Singapore,44,10.67
8.222.140.87,80,80,false,SIN,Asia Pacific,Singapore,15,10.66
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,155,10.66
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,19,10.66
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,10.66
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,24,10.65
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,17,10.65
8.222.249.98,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.64
8.217.250.5,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,10.63
8.219.206.180,8880,8880,false,SIN,Asia Pacific,Singapore,26,10.63
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,70,10.63
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,156,10.63
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,32,10.62
8.219.206.53,2086,2086,false,SIN,Asia Pacific,Singapore,27,10.62
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,101,10.62
8.222.174.108,2096,2096,true,SIN,Asia Pacific,Singapore,75,10.62
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,100,10.62
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,20,10.62
8.219.103.57,443,443,true,SIN,Asia Pacific,Singapore,55,10.61
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,17,10.60
8.218.156.91,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,10.60
8.219.145.245,2096,2096,true,SIN,Asia Pacific,Singapore,47,10.60
47.243.70.197,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,10.60
8.222.222.64,443,443,true,SIN,Asia Pacific,Singapore,52,10.60
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,115,10.60
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,14,10.59
8.222.221.90,2053,2053,true,SIN,Asia Pacific,Singapore,117,10.59
8.217.167.88,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,10.59
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,23,10.58
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,106,10.58
8.219.152.195,2096,2096,true,SIN,Asia Pacific,Singapore,91,10.58
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,39,10.58
47.254.66.75,80,443,true,SJC,North America,San Jose,177,10.58
47.251.74.226,443,443,true,LAX,North America,Los Angeles,177,10.57
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,22,10.57
8.219.229.190,2087,2087,true,SIN,Asia Pacific,Singapore,141,10.56
8.218.127.249,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,10.56
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,26,10.56
8.218.142.253,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,10.56
8.219.140.229,2083,2083,true,SIN,Asia Pacific,Singapore,93,10.55
47.245.107.174,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.55
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,28,10.54
47.236.104.11,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.54
8.222.222.64,2052,2052,false,SIN,Asia Pacific,Singapore,31,10.54
47.236.104.98,2082,2082,false,SIN,Asia Pacific,Singapore,34,10.54
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,24,10.53
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,13,10.53
8.219.147.58,2053,2053,true,SIN,Asia Pacific,Singapore,118,10.52
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,14,10.52
8.219.106.156,443,443,true,SIN,Asia Pacific,Singapore,98,10.51
8.219.72.50,2083,2083,true,SIN,Asia Pacific,Singapore,70,10.51
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,103,10.51
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.51
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,102,10.50
8.222.210.182,80,80,false,SIN,Asia Pacific,Singapore,16,10.50
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,18,10.50
8.222.211.16,2053,2053,true,SIN,Asia Pacific,Singapore,53,10.50
8.219.174.213,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.49
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,83,10.49
8.219.6.157,443,443,true,SIN,Asia Pacific,Singapore,146,10.49
8.222.221.109,443,443,true,SIN,Asia Pacific,Singapore,79,10.48
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,17,10.47
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,81,10.47
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,39,10.47
8.219.241.189,8080,8080,false,SIN,Asia Pacific,Singapore,27,10.47
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,29,10.47
8.219.247.203,2053,2053,true,SIN,Asia Pacific,Singapore,124,10.46
8.222.180.242,8080,8080,false,SIN,Asia Pacific,Singapore,18,10.46
8.219.199.220,2053,2053,true,SIN,Asia Pacific,Singapore,112,10.46
47.236.174.206,2087,2087,true,SIN,Asia Pacific,Singapore,146,10.46
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,48,10.46
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,130,10.45
8.219.107.199,8443,8443,true,SIN,Asia Pacific,Singapore,78,10.45
8.219.107.199,2095,2095,false,SIN,Asia Pacific,Singapore,151,10.45
8.222.208.83,2087,2087,true,SIN,Asia Pacific,Singapore,214,10.44
8.219.241.189,2052,2052,false,SIN,Asia Pacific,Singapore,11,10.44
8.219.152.195,2053,2053,true,SIN,Asia Pacific,Singapore,101,10.44
8.219.228.157,2095,2095,false,SIN,Asia Pacific,Singapore,32,10.43
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,84,10.43
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,40,10.42
8.219.242.208,2082,2082,false,SIN,Asia Pacific,Singapore,18,10.42
8.219.72.50,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.41
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,173,10.41
8.219.73.21,2082,2082,false,SIN,Asia Pacific,Singapore,22,10.41
47.251.74.226,80,80,false,LAX,North America,Los Angeles,180,10.41
8.219.222.8,8880,8880,false,SIN,Asia Pacific,Singapore,30,10.41
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,65,10.40
47.243.27.217,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,10.40
8.219.228.186,2053,2053,true,SIN,Asia Pacific,Singapore,95,10.39
8.219.137.50,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.39
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,135,10.39
8.222.226.15,8443,8443,true,SIN,Asia Pacific,Singapore,112,10.39
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,19,10.38
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,22,10.38
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,14,10.37
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,9,10.37
8.219.74.35,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.36
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,32,10.36
8.218.146.204,443,443,true,HKG,Asia Pacific,Hong Kong,59,10.36
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,12,10.35
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,10.34
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,76,10.34
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,26,10.34
8.219.73.21,2087,2087,true,SIN,Asia Pacific,Singapore,113,10.34
8.222.144.117,443,443,true,SIN,Asia Pacific,Singapore,79,10.34
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,88,10.33
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,26,10.33
8.219.103.57,2096,2096,true,SIN,Asia Pacific,Singapore,109,10.32
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.32
8.219.167.65,2087,2087,true,SIN,Asia Pacific,Singapore,60,10.31
8.222.214.13,80,80,false,SIN,Asia Pacific,Singapore,29,10.31
8.222.197.251,8443,8443,true,SIN,Asia Pacific,Singapore,107,10.31
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,86,10.31
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,22,10.31
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,22,10.30
8.222.128.131,8080,8080,false,SIN,Asia Pacific,Singapore,15,10.30
8.219.247.203,2086,2086,false,SIN,Asia Pacific,Singapore,33,10.29
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,10.29
8.222.197.251,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.29
8.219.209.14,2053,2053,true,SIN,Asia Pacific,Singapore,140,10.29
8.222.197.251,8080,8080,false,SIN,Asia Pacific,Singapore,32,10.28
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,26,10.28
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,10.27
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,15,10.27
8.219.197.111,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.27
8.219.245.187,2052,2052,false,SIN,Asia Pacific,Singapore,19,10.27
47.236.158.158,2083,2083,true,SIN,Asia Pacific,Singapore,126,10.27
8.219.98.13,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.26
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,33,10.26
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,10.26
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,93,10.26
8.222.202.163,2087,2087,true,SIN,Asia Pacific,Singapore,70,10.26
8.219.178.101,80,80,false,SIN,Asia Pacific,Singapore,47,10.25
8.219.122.96,2086,2086,false,SIN,Asia Pacific,Singapore,33,10.25
8.222.254.91,2083,2083,true,SIN,Asia Pacific,Singapore,74,10.25
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,10.25
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,37,10.25
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,10.24
8.219.11.158,8443,8443,true,SIN,Asia Pacific,Singapore,133,10.24
8.222.144.117,2095,2095,false,SIN,Asia Pacific,Singapore,27,10.23
47.236.169.141,2053,2053,true,SIN,Asia Pacific,Singapore,155,10.23
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,65,10.23
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,24,10.22
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,101,10.22
8.222.254.91,2053,2053,true,SIN,Asia Pacific,Singapore,103,10.22
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,73,10.22
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,35,10.21
8.219.137.50,2096,2096,true,SIN,Asia Pacific,Singapore,56,10.21
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,10.21
8.219.106.15,2052,2052,false,SIN,Asia Pacific,Singapore,21,10.21
8.222.197.251,443,443,true,SIN,Asia Pacific,Singapore,81,10.21
8.222.208.83,2096,2096,true,SIN,Asia Pacific,Singapore,189,10.20
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,23,10.20
8.222.255.15,2096,2096,true,SIN,Asia Pacific,Singapore,112,10.20
8.219.196.117,2086,2086,false,SIN,Asia Pacific,Singapore,47,10.19
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,50,10.19
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,55,10.18
47.88.15.127,443,443,true,SJC,North America,San Jose,178,10.18
8.219.175.127,2052,2052,false,SIN,Asia Pacific,Singapore,39,10.18
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,84,10.17
8.219.122.55,2086,2086,false,SIN,Asia Pacific,Singapore,25,10.17
8.222.223.34,2053,2053,true,SIN,Asia Pacific,Singapore,53,10.17
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,31,10.17
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,24,10.17
8.219.195.47,2086,2086,false,SIN,Asia Pacific,Singapore,26,10.17
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.17
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,27,10.16
8.219.222.8,2086,2086,false,SIN,Asia Pacific,Singapore,65,10.16
8.219.175.127,2086,2086,false,SIN,Asia Pacific,Singapore,27,10.16
8.219.250.239,8880,8880,false,SIN,Asia Pacific,Singapore,28,10.15
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,8,10.15
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,49,10.15
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,16,10.15
8.219.215.214,2052,2052,false,SIN,Asia Pacific,Singapore,33,10.15
8.219.86.200,8080,8080,false,SIN,Asia Pacific,Singapore,48,10.14
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.14
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,45,10.13
8.219.84.102,443,443,true,SIN,Asia Pacific,Singapore,101,10.12
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,10.12
47.236.121.7,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.12
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,63,10.12
8.219.3.53,2083,2083,true,SIN,Asia Pacific,Singapore,147,10.11
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,22,10.11
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,10.11
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,61,10.11
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,96,10.11
8.219.170.223,2053,2053,true,SIN,Asia Pacific,Singapore,111,10.10
8.219.242.208,2095,2095,false,SIN,Asia Pacific,Singapore,65,10.10
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,22,10.09
8.219.66.156,8880,8880,false,NRT,Asia Pacific,Tokyo,87,10.08
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,19,10.08
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,19,10.07
8.219.113.232,2052,2052,false,SIN,Asia Pacific,Singapore,32,10.06
8.222.144.117,2095,2095,false,SIN,Asia Pacific,Singapore,14,10.06
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,20,10.06
8.219.228.193,2087,2087,true,SIN,Asia Pacific,Singapore,152,10.06
47.236.166.131,2086,2086,false,SIN,Asia Pacific,Singapore,8,10.06
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,82,10.06
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,51,10.06
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,92,10.05
8.219.104.242,2082,2082,false,SIN,Asia Pacific,Singapore,22,10.05
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,113,10.05
47.236.144.48,2083,2083,true,SIN,Asia Pacific,Singapore,110,10.04
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,29,10.04
8.222.213.221,80,80,false,SIN,Asia Pacific,Singapore,19,10.04
8.222.212.172,443,443,true,SIN,Asia Pacific,Singapore,36,10.03
8.219.152.195,2082,2082,false,SIN,Asia Pacific,Singapore,36,10.03
8.219.101.138,443,443,true,SIN,Asia Pacific,Singapore,98,10.03
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,10.03
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,27,10.03
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,58,10.02
8.219.167.65,8080,8080,false,SIN,Asia Pacific,Singapore,3,10.02
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,73,10.00
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,87,10.00
8.222.197.251,2087,2087,true,SIN,Asia Pacific,Singapore,66,10.00
8.219.186.189,443,443,true,SIN,Asia Pacific,Singapore,165,9.99
8.219.74.35,80,80,false,SIN,Asia Pacific,Singapore,24,9.99
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,9.99
8.217.167.88,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,9.99
8.219.78.1,2095,2095,false,SIN,Asia Pacific,Singapore,8,9.98
8.219.60.68,443,443,true,SIN,Asia Pacific,Singapore,70,9.98
8.222.180.86,2083,2083,true,SIN,Asia Pacific,Singapore,76,9.97
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,109,9.97
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,30,9.97
8.219.178.101,2052,2052,false,SIN,Asia Pacific,Singapore,12,9.97
8.217.85.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,9.96
8.219.110.88,2053,2053,true,SIN,Asia Pacific,Singapore,78,9.96
8.219.73.188,80,80,false,SIN,Asia Pacific,Singapore,437,9.95
47.76.77.103,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,9.95
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,86,9.95
8.219.107.199,2086,2086,false,SIN,Asia Pacific,Singapore,12,9.94
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.94
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,13,9.94
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,69,9.93
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,82,9.93
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,9.93
8.219.142.229,8880,8880,false,SIN,Asia Pacific,Singapore,16,9.93
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,63,9.92
47.236.116.26,8880,8880,false,SIN,Asia Pacific,Singapore,30,9.92
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,23,9.92
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,167,9.92
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,9.91
8.219.247.203,2053,2053,true,SIN,Asia Pacific,Singapore,92,9.91
8.219.251.81,2087,2087,true,SIN,Asia Pacific,Singapore,157,9.91
47.243.70.197,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,9.90
8.219.251.81,2083,2083,true,SIN,Asia Pacific,Singapore,162,9.90
8.219.142.229,2082,2082,false,SIN,Asia Pacific,Singapore,33,9.89
47.245.93.74,8880,8880,false,SIN,Asia Pacific,Singapore,9,9.89
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,13,9.89
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,9.89
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,110,9.89
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,9.87
8.219.210.64,2052,2052,false,SIN,Asia Pacific,Singapore,9,9.87
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,115,9.87
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,54,9.87
8.219.101.138,2086,2086,false,SIN,Asia Pacific,Singapore,88,9.87
8.210.21.65,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,9.87
8.219.86.200,2082,2082,false,SIN,Asia Pacific,Singapore,9,9.87
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,9.86
8.222.180.242,2083,2083,true,SIN,Asia Pacific,Singapore,100,9.86
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,19,9.86
8.219.215.214,8443,8443,true,SIN,Asia Pacific,Singapore,124,9.86
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,176,9.86
8.219.93.5,2095,2095,false,SIN,Asia Pacific,Singapore,14,9.86
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,37,9.85
8.210.250.120,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,9.85
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,29,9.85
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,21,9.85
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,33,9.85
47.236.116.26,8443,8443,true,SIN,Asia Pacific,Singapore,76,9.84
8.219.206.180,8080,8080,false,SIN,Asia Pacific,Singapore,33,9.84
8.219.110.88,8880,8880,false,SIN,Asia Pacific,Singapore,37,9.84
8.218.126.53,2052,2052,false,HKG,Asia Pacific,Hong Kong,58,9.83
47.236.169.164,2087,2087,true,SIN,Asia Pacific,Singapore,43,9.83
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,15,9.83
8.217.250.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,9.83
8.219.228.186,2083,2083,true,SIN,Asia Pacific,Singapore,126,9.83
8.219.151.193,2096,2096,true,SIN,Asia Pacific,Singapore,48,9.83
8.219.110.88,2095,2095,false,SIN,Asia Pacific,Singapore,14,9.83
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,24,9.83
8.219.102.252,8880,8880,false,SIN,Asia Pacific,Singapore,12,9.83
8.219.248.47,443,443,true,SIN,Asia Pacific,Singapore,222,9.82
47.236.125.62,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.81
8.222.183.242,2087,2087,true,SIN,Asia Pacific,Singapore,119,9.81
8.219.220.88,2053,2053,true,SIN,Asia Pacific,Singapore,134,9.81
8.210.65.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,9.81
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,9.81
8.219.40.38,443,443,true,SIN,Asia Pacific,Singapore,192,9.80
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,137,9.80
8.219.73.188,8080,8080,false,SIN,Asia Pacific,Singapore,19,9.80
8.219.40.255,2086,2086,false,SIN,Asia Pacific,Singapore,27,9.79
8.222.180.242,2095,2095,false,SIN,Asia Pacific,Singapore,14,9.79
8.217.239.116,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,9.79
8.222.236.229,2095,2095,false,SIN,Asia Pacific,Singapore,76,9.78
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,88,9.78
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,19,9.77
8.219.220.88,2095,2095,false,SIN,Asia Pacific,Singapore,24,9.77
8.222.210.182,8080,8080,false,SIN,Asia Pacific,Singapore,42,9.77
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,9.77
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,22,9.77
8.222.210.182,2083,2083,true,SIN,Asia Pacific,Singapore,103,9.75
8.219.12.152,443,443,true,SIN,Asia Pacific,Singapore,72,9.75
8.219.84.102,8880,8880,false,SIN,Asia Pacific,Singapore,24,9.75
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,14,9.75
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,17,9.75
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,31,9.75
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,7,9.74
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,206,9.74
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,25,9.74
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,26,9.74
8.222.244.123,8880,8880,false,SIN,Asia Pacific,Singapore,15,9.74
8.219.124.227,2096,2096,true,SIN,Asia Pacific,Singapore,55,9.73
8.219.140.63,2096,2096,true,SIN,Asia Pacific,Singapore,121,9.73
47.236.104.98,443,443,true,SIN,Asia Pacific,Singapore,96,9.73
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,9.73
47.236.97.90,2052,2052,false,SIN,Asia Pacific,Singapore,28,9.73
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,220,9.73
8.222.211.16,2096,2096,true,SIN,Asia Pacific,Singapore,126,9.73
47.236.125.62,2052,2052,false,NRT,Asia Pacific,Tokyo,102,9.73
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,79,9.72
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,92,9.72
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,59,9.72
