IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.178.101,2052,2052,false,SIN,Asia Pacific,Singapore,13,8.45
8.219.175.127,8880,8880,false,SIN,Asia Pacific,Singapore,34,8.45
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,28,8.45
8.219.186.189,8080,8080,false,SIN,Asia Pacific,Singapore,23,8.45
8.222.208.83,443,443,true,SIN,Asia Pacific,Singapore,91,8.45
8.219.188.162,443,443,true,SIN,Asia Pacific,Singapore,115,8.44
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,78,8.44
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,35,8.44
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,441,8.43
8.219.153.237,8080,8080,false,NRT,Asia Pacific,Tokyo,80,8.43
47.236.164.215,443,443,true,SIN,Asia Pacific,Singapore,105,8.42
47.236.144.48,2053,2053,true,SIN,Asia Pacific,Singapore,99,8.42
8.219.60.54,2086,2086,false,SIN,Asia Pacific,Singapore,20,8.42
8.219.61.52,2087,2087,true,SIN,Asia Pacific,Singapore,51,8.42
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,185,8.42
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,45,8.42
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,94,8.41
8.210.151.69,80,80,false,HKG,Asia Pacific,Hong Kong,39,8.41
8.219.140.229,2087,2087,true,SIN,Asia Pacific,Singapore,91,8.40
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,178,8.40
8.219.61.52,2087,2087,true,SIN,Asia Pacific,Singapore,19,8.40
8.219.77.222,2083,2083,true,SIN,Asia Pacific,Singapore,100,8.39
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,26,8.39
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,3,8.38
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,8.38
8.219.194.170,80,80,false,SIN,Asia Pacific,Singapore,11,8.38
47.88.101.9,443,443,true,SJC,North America,San Jose,429,8.38
8.219.201.8,2096,2096,true,SIN,Asia Pacific,Singapore,63,8.38
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,33,8.38
8.219.101.138,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.37
8.210.174.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,85,8.37
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,8.36
47.236.116.182,2095,2095,false,SIN,Asia Pacific,Singapore,16,8.36
8.222.223.34,2083,2083,true,SIN,Asia Pacific,Singapore,63,8.36
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,12,8.36
47.236.11.84,2052,2052,false,SIN,Asia Pacific,Singapore,27,8.35
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,23,8.34
8.219.177.205,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.34
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,8.34
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,172,8.34
8.210.107.246,80,80,false,HKG,Asia Pacific,Hong Kong,46,8.34
8.219.103.57,2053,2053,true,SIN,Asia Pacific,Singapore,117,8.34
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,10,8.34
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,67,8.33
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,384,8.32
8.219.102.252,2083,2083,true,SIN,Asia Pacific,Singapore,124,8.31
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,107,8.31
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,8.31
8.222.144.117,443,443,true,SIN,Asia Pacific,Singapore,49,8.31
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,188,8.30
8.222.255.15,2052,2052,false,SIN,Asia Pacific,Singapore,11,8.29
8.219.175.127,2087,2087,true,SIN,Asia Pacific,Singapore,116,8.29
8.222.138.164,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.29
8.219.247.203,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.29
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,35,8.27
8.219.100.168,2082,2082,false,SIN,Asia Pacific,Singapore,28,8.27
8.219.177.205,2096,2096,true,SIN,Asia Pacific,Singapore,71,8.27
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,20,8.27
8.219.228.157,2053,2053,true,SIN,Asia Pacific,Singapore,72,8.26
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,173,8.26
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,303,8.26
8.219.142.229,8443,8443,true,SIN,Asia Pacific,Singapore,126,8.26
8.219.177.205,8080,8080,false,SIN,Asia Pacific,Singapore,30,8.26
8.210.156.6,443,443,true,HKG,Asia Pacific,Hong Kong,46,8.26
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,38,8.25
8.210.117.18,443,443,true,HKG,Asia Pacific,Hong Kong,442,8.25
47.91.16.214,80,80,false,NRT,Asia Pacific,Tokyo,86,8.24
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,123,8.24
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.24
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,8.24
8.222.221.109,2087,2087,true,SIN,Asia Pacific,Singapore,63,8.23
8.219.72.50,80,80,false,SIN,Asia Pacific,Singapore,15,8.23
8.219.251.81,8443,8443,true,SIN,Asia Pacific,Singapore,140,8.23
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,63,8.22
8.218.48.92,80,80,false,HKG,Asia Pacific,Hong Kong,39,8.22
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,8.22
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,39,8.22
47.236.116.182,2096,2096,true,SIN,Asia Pacific,Singapore,56,8.22
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,60,8.22
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,23,8.22
8.219.179.34,2086,2086,false,SIN,Asia Pacific,Singapore,32,8.20
8.219.247.203,443,443,true,SIN,Asia Pacific,Singapore,31,8.20
8.219.156.148,8080,8080,false,SIN,Asia Pacific,Singapore,32,8.20
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,2,8.19
8.219.3.53,8443,8443,true,SIN,Asia Pacific,Singapore,2,8.19
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,29,8.18
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,10,8.18
8.222.213.221,443,443,true,SIN,Asia Pacific,Singapore,136,8.17
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.16
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,8.16
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,141,8.16
8.219.82.35,8880,8880,false,SIN,Asia Pacific,Singapore,20,8.15
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,8.15
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,79,8.15
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,27,8.14
8.219.178.101,8080,8080,false,SIN,Asia Pacific,Singapore,25,8.14
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,3,8.14
8.219.86.200,2096,2096,true,SIN,Asia Pacific,Singapore,142,8.14
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,16,8.14
8.219.93.5,80,80,false,SIN,Asia Pacific,Singapore,5,8.14
47.236.87.206,2083,2083,true,SIN,Asia Pacific,Singapore,38,8.14
8.210.151.69,2052,2052,false,HKG,Asia Pacific,Hong Kong,449,8.14
8.222.211.16,2096,2096,true,SIN,Asia Pacific,Singapore,7,8.14
8.219.72.51,8443,8443,true,SIN,Asia Pacific,Singapore,130,8.14
8.219.84.102,2087,2087,true,SIN,Asia Pacific,Singapore,71,8.13
8.219.104.242,8443,8443,true,SIN,Asia Pacific,Singapore,108,8.12
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.12
47.236.146.249,2082,2082,false,SIN,Asia Pacific,Singapore,19,8.11
8.222.174.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,58,8.11
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,37,8.11
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,382,8.11
8.210.250.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,8.10
8.219.167.65,2096,2096,true,SIN,Asia Pacific,Singapore,88,8.09
8.219.84.102,2083,2083,true,SIN,Asia Pacific,Singapore,77,8.09
8.219.87.34,2082,2082,false,SIN,Asia Pacific,Singapore,38,8.09
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,108,8.09
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,73,8.08
8.219.197.111,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.08
8.219.102.252,2087,2087,true,SIN,Asia Pacific,Singapore,63,8.08
8.219.137.50,2096,2096,true,SIN,Asia Pacific,Singapore,99,8.08
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,3,8.08
8.222.198.105,2053,2053,true,SIN,Asia Pacific,Singapore,87,8.08
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,78,8.08
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.07
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,74,8.07
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,8.06
8.219.107.199,8443,8443,true,SIN,Asia Pacific,Singapore,68,8.06
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,27,8.05
8.219.101.138,2083,2083,true,SIN,Asia Pacific,Singapore,157,8.05
8.219.60.68,2053,2053,true,SIN,Asia Pacific,Singapore,2,8.05
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,2,8.04
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,15,8.04
47.245.93.74,2095,2095,false,SIN,Asia Pacific,Singapore,5,8.04
8.219.156.148,2086,2086,false,SIN,Asia Pacific,Singapore,12,8.04
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.04
8.219.61.52,2083,2083,true,SIN,Asia Pacific,Singapore,3,8.03
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.03
47.236.180.51,2096,2096,true,SIN,Asia Pacific,Singapore,63,8.02
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,175,8.02
8.219.159.232,2083,2083,true,SIN,Asia Pacific,Singapore,134,8.02
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,79,8.01
8.219.139.13,2083,2083,true,SIN,Asia Pacific,Singapore,142,8.01
8.219.67.133,443,443,true,SIN,Asia Pacific,Singapore,1,8.01
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,67,8.01
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,35,8.00
8.219.170.180,8880,8880,false,SIN,Asia Pacific,Singapore,41,8.00
47.236.104.98,8080,8080,false,SIN,Asia Pacific,Singapore,34,7.99
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,93,7.99
47.245.115.6,2087,2087,true,SIN,Asia Pacific,Singapore,16,7.99
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,65,7.99
47.236.104.98,2096,2096,true,SIN,Asia Pacific,Singapore,137,7.99
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.98
47.243.161.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,7.98
47.236.254.120,2087,2087,true,SIN,Asia Pacific,Singapore,106,7.98
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,22,7.98
8.219.97.179,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.97
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,7.97
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,7.97
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,21,7.97
47.236.169.141,2053,2053,true,SIN,Asia Pacific,Singapore,78,7.97
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,48,7.96
8.219.140.229,8880,8880,false,SIN,Asia Pacific,Singapore,15,7.96
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,21,7.96
8.219.103.57,443,443,true,SIN,Asia Pacific,Singapore,95,7.95
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,15,7.95
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,169,7.95
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.95
8.222.128.131,8880,8880,false,SIN,Asia Pacific,Singapore,9,7.95
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.94
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,138,7.94
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,35,7.94
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,68,7.93
8.222.214.231,2053,2053,true,SIN,Asia Pacific,Singapore,22,7.92
47.245.93.74,8443,8443,true,SIN,Asia Pacific,Singapore,57,7.92
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,28,7.92
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,55,7.92
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,15,7.92
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,4,7.90
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,33,7.90
47.236.172.95,2087,2087,true,SIN,Asia Pacific,Singapore,100,7.90
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,95,7.89
8.222.197.251,2096,2096,true,SIN,Asia Pacific,Singapore,93,7.89
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,39,7.89
8.219.99.169,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.88
8.219.82.35,2082,2082,false,SIN,Asia Pacific,Singapore,34,7.88
8.218.201.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,205,7.88
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,449,7.88
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.88
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,11,7.87
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,168,7.87
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,14,7.87
8.219.4.122,2087,2087,true,SIN,Asia Pacific,Singapore,2,7.86
47.91.31.231,8443,8443,true,NRT,Asia Pacific,Tokyo,336,7.86
8.219.102.252,2086,2086,false,SIN,Asia Pacific,Singapore,26,7.86
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,164,7.86
8.219.99.8,443,443,true,SIN,Asia Pacific,Singapore,141,7.86
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,147,7.86
8.219.82.35,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.86
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,16,7.85
47.236.116.182,80,80,false,SIN,Asia Pacific,Singapore,29,7.85
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,142,7.85
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.85
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,3,7.85
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,7.85
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.85
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,7.85
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,123,7.84
8.219.196.117,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.84
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.83
8.222.212.219,2086,2086,false,SIN,Asia Pacific,Singapore,14,7.82
47.76.146.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,7.82
47.236.11.84,2053,2053,true,SIN,Asia Pacific,Singapore,104,7.82
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,17,7.81
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,142,7.81
8.219.74.35,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.81
8.222.244.123,80,80,false,SIN,Asia Pacific,Singapore,15,7.81
8.219.140.63,2083,2083,true,SIN,Asia Pacific,Singapore,161,7.81
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,7.81
8.222.140.87,2096,2096,true,SIN,Asia Pacific,Singapore,113,7.81
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.80
8.218.158.94,80,80,false,HKG,Asia Pacific,Hong Kong,156,7.79
8.222.224.17,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.79
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,124,7.79
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,52,7.78
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,7.78
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,63,7.78
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,84,7.78
8.219.177.205,2053,2053,true,SIN,Asia Pacific,Singapore,149,7.77
8.219.170.223,2086,2086,false,SIN,Asia Pacific,Singapore,22,7.76
8.222.208.83,2087,2087,true,SIN,Asia Pacific,Singapore,74,7.76
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,339,7.76
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,157,7.76
47.236.121.23,2087,2087,true,SIN,Asia Pacific,Singapore,103,7.76
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,34,7.76
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,78,7.75
8.219.193.22,80,80,false,SIN,Asia Pacific,Singapore,10,7.74
8.219.178.101,2086,2086,false,SIN,Asia Pacific,Singapore,16,7.74
8.222.180.242,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.74
47.243.162.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,7.74
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,2,7.74
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,25,7.74
47.236.166.131,2087,2087,true,SIN,Asia Pacific,Singapore,55,7.73
8.219.42.72,443,443,true,SIN,Asia Pacific,Singapore,7,7.73
8.219.84.214,80,80,false,SIN,Asia Pacific,Singapore,10,7.73
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,110,7.73
47.254.66.75,80,443,true,SJC,North America,San Jose,424,7.72
8.219.250.239,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.72
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,155,7.72
8.222.226.15,2096,2096,true,SIN,Asia Pacific,Singapore,65,7.72
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,51,7.72
47.242.59.216,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,7.72
8.219.140.63,2083,2083,true,SIN,Asia Pacific,Singapore,104,7.72
8.219.50.180,2083,2083,true,SIN,Asia Pacific,Singapore,18,7.72
47.236.11.84,8080,8080,false,SIN,Asia Pacific,Singapore,32,7.71
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,3,7.70
47.245.93.74,2096,2096,true,SIN,Asia Pacific,Singapore,22,7.70
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,137,7.70
47.236.7.106,2095,2095,false,SIN,Asia Pacific,Singapore,15,7.70
8.218.122.55,2082,2082,false,HKG,Asia Pacific,Hong Kong,159,7.70
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,229,7.70
8.222.244.123,2096,2096,true,SIN,Asia Pacific,Singapore,103,7.70
8.218.110.180,80,80,false,HKG,Asia Pacific,Hong Kong,172,7.70
8.219.167.65,2095,2095,false,SIN,Asia Pacific,Singapore,60,7.70
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,203,7.70
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,126,7.70
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,52,7.69
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,8,7.69
8.210.250.120,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.69
8.219.238.145,8443,8443,true,SIN,Asia Pacific,Singapore,75,7.69
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,29,7.69
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,54,7.69
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,105,7.68
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,148,7.67
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,7.67
8.219.66.156,2086,2086,false,NRT,Asia Pacific,Tokyo,76,7.67
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,34,7.67
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,99,7.67
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,2,7.66
8.219.113.232,2087,2087,true,SIN,Asia Pacific,Singapore,149,7.65
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,3,7.64
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,26,7.64
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,84,7.64
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,7.63
47.236.158.158,2053,2053,true,SIN,Asia Pacific,Singapore,84,7.63
8.222.211.16,2083,2083,true,SIN,Asia Pacific,Singapore,66,7.63
8.217.85.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,7.62
8.222.209.223,2083,2083,true,SIN,Asia Pacific,Singapore,20,7.62
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.62
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,53,7.61
8.222.183.242,2083,2083,true,HKG,Asia Pacific,Hong Kong,168,7.60
8.219.247.203,80,80,false,SIN,Asia Pacific,Singapore,6,7.60
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,54,7.60
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.59
47.243.161.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,87,7.59
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,7.59
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,67,7.59
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,27,7.59
8.219.157.97,2096,2096,true,SIN,Asia Pacific,Singapore,111,7.58
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,7.58
8.222.144.117,2096,2096,true,SIN,Asia Pacific,Singapore,82,7.57
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,18,7.57
8.219.97.179,2096,2096,true,SIN,Asia Pacific,Singapore,122,7.57
8.219.87.34,2096,2096,true,SIN,Asia Pacific,Singapore,89,7.57
47.236.121.7,8880,8880,false,SIN,Asia Pacific,Singapore,30,7.56
8.222.226.15,443,443,true,SIN,Asia Pacific,Singapore,4,7.56
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.55
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,25,7.55
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,16,7.55
8.219.186.189,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.55
8.210.156.6,80,80,false,HKG,Asia Pacific,Hong Kong,38,7.55
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,56,7.55
8.222.160.176,2053,2053,true,SIN,Asia Pacific,Singapore,63,7.55
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,7.55
8.219.73.188,8880,8880,false,SIN,Asia Pacific,Singapore,13,7.55
8.219.6.157,2083,2083,true,SIN,Asia Pacific,Singapore,3,7.54
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,7.54
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,74,7.54
8.222.221.86,443,443,true,SIN,Asia Pacific,Singapore,39,7.53
8.222.128.131,2087,2087,true,SIN,Asia Pacific,Singapore,50,7.52
47.236.104.98,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.52
47.251.74.226,443,443,true,LAX,North America,Los Angeles,424,7.52
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,3,7.52
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,52,7.51
8.219.40.37,2053,2053,true,SIN,Asia Pacific,Singapore,5,7.51
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,4,7.51
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,420,7.50
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,68,7.50
8.219.87.34,2083,2083,true,SIN,Asia Pacific,Singapore,86,7.49
8.219.82.35,2083,2083,true,SIN,Asia Pacific,Singapore,66,7.49
8.219.40.255,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.49
47.236.104.11,2053,2053,true,SIN,Asia Pacific,Singapore,71,7.49
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.49
8.219.250.239,2096,2096,true,SIN,Asia Pacific,Singapore,108,7.48
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,45,7.48
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,7.48
8.219.72.51,2086,2086,false,SIN,Asia Pacific,Singapore,45,7.48
47.236.104.98,80,80,false,SIN,Asia Pacific,Singapore,37,7.47
47.236.169.15,8443,8443,true,SIN,Asia Pacific,Singapore,48,7.47
8.222.197.251,2083,2083,true,SIN,Asia Pacific,Singapore,52,7.47
8.219.106.15,2053,2053,true,SIN,Asia Pacific,Singapore,91,7.47
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,7.47
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,152,7.46
8.222.128.131,2086,2086,false,SIN,Asia Pacific,Singapore,23,7.45
8.219.103.57,8080,8080,false,SIN,Asia Pacific,Singapore,49,7.45
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.45
8.217.49.34,8443,8443,true,HKG,Asia Pacific,Hong Kong,189,7.44
8.219.103.65,2087,2087,true,SIN,Asia Pacific,Singapore,86,7.44
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,27,7.44
8.219.122.96,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.44
8.219.40.255,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.43
8.219.151.193,80,80,false,SIN,Asia Pacific,Singapore,19,7.43
47.76.94.15,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,7.43
8.219.110.88,2086,2086,false,SIN,Asia Pacific,Singapore,28,7.42
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,7.42
8.219.196.117,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.42
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,17,7.42
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.42
