IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.157.97,2095,2095,false,SIN,Asia Pacific,Singapore,15,10.87
8.219.157.97,2053,2053,true,SIN,Asia Pacific,Singapore,128,10.87
8.219.157.97,2052,2052,false,SIN,Asia Pacific,Singapore,33,10.86
47.243.161.235,80,80,false,HKG,Asia Pacific,Hong Kong,54,10.84
47.237.14.233,443,443,true,SIN,Asia Pacific,Singapore,69,10.84
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,105,10.84
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,144,10.84
8.219.142.229,8080,8080,false,SIN,Asia Pacific,Singapore,31,10.84
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,31,10.83
8.219.107.199,8443,8443,true,SIN,Asia Pacific,Singapore,137,10.83
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,10.82
8.219.152.195,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.81
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,102,10.79
8.222.134.170,2053,2053,true,SIN,Asia Pacific,Singapore,122,10.78
8.222.198.105,2096,2096,true,SIN,Asia Pacific,Singapore,4,10.77
8.219.163.195,2082,2082,false,SIN,Asia Pacific,Singapore,23,10.77
8.222.255.15,8880,8880,false,SIN,Asia Pacific,Singapore,7,10.77
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,73,10.76
8.219.126.3,2053,2053,true,SIN,Asia Pacific,Singapore,86,10.76
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,213,10.75
8.222.146.222,2096,2096,true,SIN,Asia Pacific,Singapore,113,10.75
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,18,10.75
8.219.13.143,2095,2095,false,SIN,Asia Pacific,Singapore,3,10.75
8.219.99.8,2096,2096,true,SIN,Asia Pacific,Singapore,99,10.75
8.219.175.127,2096,2096,true,SIN,Asia Pacific,Singapore,122,10.75
8.219.40.255,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.74
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,87,10.74
8.219.107.135,2083,2083,true,SIN,Asia Pacific,Singapore,111,10.74
8.219.101.138,443,443,true,SIN,Asia Pacific,Singapore,122,10.72
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,72,10.71
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,112,10.71
8.222.197.251,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.71
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.70
47.245.93.74,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.70
8.219.100.155,2096,2096,true,SIN,Asia Pacific,Singapore,137,10.69
47.74.45.143,2087,2087,true,NRT,Asia Pacific,Tokyo,89,10.69
8.219.100.155,2053,2053,true,SIN,Asia Pacific,Singapore,124,10.69
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,432,10.68
8.219.140.63,2086,2086,false,SIN,Asia Pacific,Singapore,6,10.68
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,102,10.68
8.219.141.174,2083,2083,true,SIN,Asia Pacific,Singapore,113,10.67
8.217.149.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,344,10.67
8.222.138.164,2052,2052,false,SIN,Asia Pacific,Singapore,24,10.66
8.222.144.117,2095,2095,false,SIN,Asia Pacific,Singapore,9,10.66
8.219.170.223,8880,8880,false,SIN,Asia Pacific,Singapore,23,10.66
8.219.5.10,2096,2096,true,SIN,Asia Pacific,Singapore,2,10.65
8.219.228.186,80,80,false,SIN,Asia Pacific,Singapore,17,10.65
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,16,10.65
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,10.65
47.236.7.106,8880,8880,false,SIN,Asia Pacific,Singapore,33,10.64
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,87,10.64
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,72,10.64
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,11,10.64
8.217.167.88,8443,8443,true,HKG,Asia Pacific,Hong Kong,422,10.64
47.91.31.231,8880,8880,false,NRT,Asia Pacific,Tokyo,74,10.63
47.236.169.141,8880,8880,false,SIN,Asia Pacific,Singapore,18,10.63
8.222.255.15,8443,8443,true,SIN,Asia Pacific,Singapore,83,10.62
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,18,10.62
8.219.107.199,2083,2083,true,SIN,Asia Pacific,Singapore,127,10.62
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.61
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,121,10.60
8.222.213.221,2053,2053,true,SIN,Asia Pacific,Singapore,77,10.60
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,10.60
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,17,10.60
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,61,10.59
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.59
8.219.82.35,2095,2095,false,SIN,Asia Pacific,Singapore,192,10.59
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,12,10.59
8.219.177.205,2087,2087,true,SIN,Asia Pacific,Singapore,72,10.59
8.219.73.188,2087,2087,true,SIN,Asia Pacific,Singapore,163,10.58
8.219.196.117,443,443,true,SIN,Asia Pacific,Singapore,46,10.58
47.245.93.74,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.58
8.217.91.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,393,10.56
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,24,10.56
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,115,10.56
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,47,10.55
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,61,10.55
8.219.50.180,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.54
8.219.201.174,2087,2087,true,SIN,Asia Pacific,Singapore,109,10.54
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,17,10.54
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,86,10.54
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,19,10.53
8.219.106.15,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.53
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,40,10.53
8.219.140.229,2082,2082,false,SIN,Asia Pacific,Singapore,32,10.53
8.219.72.51,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.52
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.52
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,44,10.52
8.219.151.193,8880,8880,false,SIN,Asia Pacific,Singapore,28,10.52
8.219.98.13,2087,2087,true,SIN,Asia Pacific,Singapore,93,10.51
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,127,10.51
8.219.137.50,2095,2095,false,SIN,Asia Pacific,Singapore,20,10.50
8.222.138.164,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.50
47.236.121.7,8443,8443,true,SIN,Asia Pacific,Singapore,111,10.49
8.219.196.24,8443,8443,true,SIN,Asia Pacific,Singapore,58,10.49
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,43,10.49
47.236.167.231,2087,2087,true,SIN,Asia Pacific,Singapore,48,10.49
8.222.224.17,2096,2096,true,SIN,Asia Pacific,Singapore,57,10.49
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,107,10.48
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,108,10.48
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,237,10.48
8.219.99.8,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,10.48
8.219.141.174,443,443,true,SIN,Asia Pacific,Singapore,96,10.47
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,99,10.47
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,34,10.46
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,12,10.46
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.46
8.219.139.13,80,80,false,SIN,Asia Pacific,Singapore,80,10.45
47.236.116.182,443,443,true,SIN,Asia Pacific,Singapore,78,10.44
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,116,10.43
8.219.106.15,8443,8443,true,SIN,Asia Pacific,Singapore,110,10.43
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,190,10.43
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.43
8.219.157.97,80,80,false,SIN,Asia Pacific,Singapore,6,10.42
8.219.175.127,8443,8443,true,SIN,Asia Pacific,Singapore,57,10.41
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,13,10.41
8.219.195.47,2053,2053,true,SIN,Asia Pacific,Singapore,73,10.39
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,112,10.38
8.219.177.205,2083,2083,true,SIN,Asia Pacific,Singapore,210,10.37
8.219.73.188,443,443,true,SIN,Asia Pacific,Singapore,122,10.35
8.218.142.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,404,10.35
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,14,10.33
8.222.244.123,2087,2087,true,SIN,Asia Pacific,Singapore,61,10.33
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,3,10.33
47.243.161.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,10.33
8.219.228.157,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.32
8.219.163.195,8080,8080,false,SIN,Asia Pacific,Singapore,38,10.31
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,209,10.31
8.222.213.221,8443,8443,true,SIN,Asia Pacific,Singapore,67,10.31
8.219.101.138,2053,2053,true,SIN,Asia Pacific,Singapore,81,10.31
47.236.144.156,2096,2096,true,SIN,Asia Pacific,Singapore,61,10.30
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,6,10.30
8.217.75.193,8880,80,false,HKG,Asia Pacific,Hong Kong,44,10.30
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,5,10.30
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,10.29
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,66,10.29
8.219.251.81,8080,8080,false,SIN,Asia Pacific,Singapore,19,10.28
8.219.157.97,2096,2096,true,SIN,Asia Pacific,Singapore,73,10.27
8.219.107.199,2083,2083,true,SIN,Asia Pacific,Singapore,99,10.27
8.222.221.86,2087,2087,true,SIN,Asia Pacific,Singapore,64,10.27
8.219.142.229,2052,2052,false,SIN,Asia Pacific,Singapore,22,10.27
8.219.100.168,2087,2087,true,SIN,Asia Pacific,Singapore,130,10.27
47.236.87.206,2086,2086,false,SIN,Asia Pacific,Singapore,55,10.27
8.219.245.187,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.27
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,12,10.26
8.219.77.222,2087,2087,true,SIN,Asia Pacific,Singapore,132,10.26
8.222.144.50,2095,2095,false,HKG,Asia Pacific,Hong Kong,82,10.25
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,30,10.25
8.219.86.200,2053,2053,true,SIN,Asia Pacific,Singapore,97,10.25
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,105,10.25
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,84,10.24
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,58,10.24
8.219.170.223,443,443,true,SIN,Asia Pacific,Singapore,125,10.24
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,3,10.24
8.222.219.34,2053,2053,true,SIN,Asia Pacific,Singapore,38,10.23
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,24,10.23
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.23
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,10.22
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,115,10.22
8.218.243.95,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,10.22
8.219.58.64,8443,8443,true,SIN,Asia Pacific,Singapore,151,10.21
8.219.1.92,2053,2053,true,SIN,Asia Pacific,Singapore,4,10.21
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,153,10.20
8.219.72.51,2087,2087,true,SIN,Asia Pacific,Singapore,137,10.20
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,118,10.20
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,90,10.20
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.19
47.236.75.113,2087,2087,true,SIN,Asia Pacific,Singapore,82,10.19
8.222.254.91,2087,2087,true,SIN,Asia Pacific,Singapore,116,10.19
8.219.177.205,2053,2053,true,SIN,Asia Pacific,Singapore,96,10.18
47.236.93.176,2087,2087,true,SIN,Asia Pacific,Singapore,115,10.18
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,46,10.18
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,26,10.18
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,366,10.18
8.219.175.127,2095,2095,false,SIN,Asia Pacific,Singapore,11,10.18
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,41,10.17
8.219.106.15,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,10.17
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,182,10.17
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.16
8.222.198.105,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.15
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,87,10.15
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.15
8.219.66.156,80,80,false,NRT,Asia Pacific,Tokyo,808,10.15
8.222.162.45,8443,8443,true,SIN,Asia Pacific,Singapore,116,10.15
47.236.116.182,2082,2082,false,SIN,Asia Pacific,Singapore,20,10.15
8.219.102.252,2086,2086,false,SIN,Asia Pacific,Singapore,27,10.15
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,23,10.14
8.222.152.165,443,443,true,SIN,Asia Pacific,Singapore,153,10.14
8.219.147.58,2096,2096,true,SIN,Asia Pacific,Singapore,93,10.14
8.222.140.87,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.13
8.222.211.16,2053,2053,true,SIN,Asia Pacific,Singapore,104,10.12
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,176,10.12
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,104,10.12
8.219.103.57,8880,8880,false,SIN,Asia Pacific,Singapore,50,10.11
8.219.58.64,2087,2087,true,SIN,Asia Pacific,Singapore,46,10.11
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,10.11
8.218.119.115,80,80,false,HKG,Asia Pacific,Hong Kong,185,10.11
8.219.100.168,2083,2083,true,SIN,Asia Pacific,Singapore,157,10.10
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,15,10.10
8.219.175.127,2082,2082,false,SIN,Asia Pacific,Singapore,24,10.10
8.219.101.72,8443,8443,true,HKG,Asia Pacific,Hong Kong,206,10.10
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,24,10.10
8.219.167.65,8443,8443,true,SIN,Asia Pacific,Singapore,135,10.10
8.219.73.21,8443,8443,true,SIN,Asia Pacific,Singapore,131,10.09
47.243.162.49,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,10.09
8.219.107.199,2096,2096,true,SIN,Asia Pacific,Singapore,77,10.09
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,88,10.09
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,65,10.09
8.219.107.199,2053,2053,true,SIN,Asia Pacific,Singapore,106,10.09
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,10.07
8.219.174.142,443,443,true,SIN,Asia Pacific,Singapore,100,10.07
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,420,10.07
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,27,10.06
8.219.238.145,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.05
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,19,10.05
8.219.151.193,8080,8080,false,SIN,Asia Pacific,Singapore,30,10.05
47.236.116.26,2087,2087,true,SIN,Asia Pacific,Singapore,67,10.05
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,10.05
8.219.210.64,2087,2087,true,SIN,Asia Pacific,Singapore,81,10.04
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,9,10.04
8.219.101.138,2052,2052,false,SIN,Asia Pacific,Singapore,128,10.04
47.236.116.182,2087,2087,true,SIN,Asia Pacific,Singapore,64,10.04
8.219.140.63,8080,8080,false,SIN,Asia Pacific,Singapore,14,10.03
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,42,10.03
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,42,10.03
47.236.87.206,2087,2087,true,SIN,Asia Pacific,Singapore,86,10.03
8.219.222.8,443,443,true,SIN,Asia Pacific,Singapore,119,10.03
8.219.73.21,2053,2053,true,SIN,Asia Pacific,Singapore,68,10.01
8.219.213.112,2087,2087,true,SIN,Asia Pacific,Singapore,90,10.01
8.218.122.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,10.01
8.219.124.227,443,443,true,SIN,Asia Pacific,Singapore,67,10.01
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,21,10.00
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,67,9.99
8.219.186.189,2053,2053,true,SIN,Asia Pacific,Singapore,87,9.99
8.219.74.35,8080,8080,false,SIN,Asia Pacific,Singapore,36,9.99
8.222.197.251,2052,2052,false,SIN,Asia Pacific,Singapore,3,9.98
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,119,9.98
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,27,9.98
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,121,9.97
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,9.97
8.219.103.65,2053,2053,true,SIN,Asia Pacific,Singapore,97,9.97
47.236.116.182,8443,8443,true,SIN,Asia Pacific,Singapore,1074,9.96
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,16,9.96
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,58,9.94
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,16,9.94
8.219.12.152,80,80,false,SIN,Asia Pacific,Singapore,2,9.94
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,137,9.94
8.210.151.69,80,80,false,HKG,Asia Pacific,Hong Kong,333,9.94
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,126,9.94
47.236.87.246,2087,2087,true,SIN,Asia Pacific,Singapore,103,9.94
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,91,9.94
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,12,9.93
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,5,9.92
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,77,9.92
8.219.159.232,2082,2082,false,SIN,Asia Pacific,Singapore,32,9.92
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,513,9.92
8.219.3.53,2095,2095,false,SIN,Asia Pacific,Singapore,4,9.92
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,9.92
8.219.201.174,80,80,false,SIN,Asia Pacific,Singapore,22,9.92
8.219.186.189,8880,8880,false,SIN,Asia Pacific,Singapore,22,9.91
8.219.245.187,2095,2095,false,SIN,Asia Pacific,Singapore,17,9.91
47.236.121.23,2083,2083,true,HKG,Asia Pacific,Hong Kong,167,9.91
8.219.82.35,2052,2052,false,SIN,Asia Pacific,Singapore,18,9.91
8.219.101.138,2052,2052,false,SIN,Asia Pacific,Singapore,15,9.91
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,11,9.90
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,16,9.90
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,11,9.90
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,2,9.89
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,56,9.89
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,95,9.89
8.219.156.148,2052,2052,false,SIN,Asia Pacific,Singapore,27,9.88
8.219.110.88,2087,2087,true,SIN,Asia Pacific,Singapore,149,9.88
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,67,9.88
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,108,9.88
8.219.220.88,8443,8443,true,SIN,Asia Pacific,Singapore,98,9.88
8.219.60.68,2053,2053,true,SIN,Asia Pacific,Singapore,176,9.88
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,5,9.87
8.219.161.129,8443,8443,true,SIN,Asia Pacific,Singapore,107,9.86
8.222.252.150,80,80,false,SIN,Asia Pacific,Singapore,29,9.86
8.218.110.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,322,9.86
8.219.104.242,443,443,true,SIN,Asia Pacific,Singapore,99,9.85
8.219.107.199,2082,2082,false,SIN,Asia Pacific,Singapore,22,9.85
8.219.102.252,2052,2052,false,SIN,Asia Pacific,Singapore,20,9.85
47.243.162.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,9.84
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,8,9.84
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,11,9.84
8.219.196.24,80,80,false,SIN,Asia Pacific,Singapore,6,9.84
8.222.209.223,2096,2096,true,SIN,Asia Pacific,Singapore,47,9.84
8.222.160.176,8443,8443,true,SIN,Asia Pacific,Singapore,85,9.83
8.222.253.235,2082,2082,false,SIN,Asia Pacific,Singapore,16,9.83
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,71,9.83
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,90,9.81
8.219.151.193,443,443,true,NRT,Asia Pacific,Tokyo,163,9.81
47.236.93.176,2096,2096,true,SIN,Asia Pacific,Singapore,132,9.80
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,93,9.80
8.222.221.90,8080,8080,false,SIN,Asia Pacific,Singapore,10,9.80
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,16,9.80
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,9.79
8.219.87.34,80,80,false,SIN,Asia Pacific,Singapore,18,9.79
8.219.99.8,8880,8880,false,SIN,Asia Pacific,Singapore,51,9.79
8.222.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,21,9.79
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,9.79
47.236.7.106,443,443,true,SIN,Asia Pacific,Singapore,79,9.78
8.219.74.35,443,443,true,SIN,Asia Pacific,Singapore,5,9.78
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,132,9.78
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,107,9.77
8.222.174.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,9.77
8.219.197.111,2086,2086,false,SIN,Asia Pacific,Singapore,16,9.77
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,9.77
8.219.178.101,8443,8443,true,SIN,Asia Pacific,Singapore,135,9.76
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,2,9.76
47.236.165.25,8443,8443,true,SIN,Asia Pacific,Singapore,104,9.76
